print,,,"i experimented with online print ordering with the two major us brick and mortar_retailers , and they both delivered great results .",dep####brick####i######dep####brick####experimented######amod####print####online######prep_with####experimented####print######partmod####print####ordering######det####major####the######num####major####two######prep_with####ordering####major######nsubj####brick####us######nsubj####mortar_retailers####us######conj_and####brick####mortar_retailers######nsubj####delivered####they######advmod####delivered####both######conj_and####brick####delivered######amod####results####great######dobj####delivered####results
print,,,"even at the `` normal `` setting , a 8x10 print ! shows not a single sign of visible rendering or pixels - you could never tell that the picture has been taken by a `` digital `` .",neg####sign####not######det####sign####a######amod####sign####single######dobj####shows####sign######prep_of####sign####visible######dep####shows####rendering######dep####shows####pixels######conj_or####rendering####pixels######nsubj####tell####you######aux####tell####could######neg####tell####never######dep####rendering####tell######complm####taken####that######det####picture####the######nsubjpass####taken####picture######aux####taken####has######auxpass####taken####been######ccomp####tell####taken######det####digital####a######agent####taken####digital
battery life,,,"the battery_life is ok , but can be somewhat short when working a lot with the monitor on .",det####battery_life####the######nsubj####ok####battery_life######nsubj####short####battery_life######cop####ok####is######aux####short####can######cop####short####be######advmod####short####somewhat######conj_but####ok####short######advmod####working####when######advcl####short####working######det####lot####a######dobj####working####lot######det####monitor####the######prep_with####working####monitor######prep####working####on
,,,"i therefore bought a second battery as a backup , and due to the lightingfast charging with the included charger , which by the way works on 110v as well as 220v in europe , we ran never out of `` juice `` .",nsubj####bought####i######advmod####bought####therefore######det####battery####a######amod####battery####second######dobj####bought####battery######prep####bought####as######det####backup####a######pobj####as####backup######prep####bought####due######conj_and####as####due######dep####as####to######det####lightingfast####the######pobj####to####lightingfast######dep####bought####charging######det####charger####the######amod####charger####included######prep_with####charging####charger######nsubj####works####charger######det####way####the######prep_by####which####way######rcmod####charger####works######prep_on####works####110v######dep####bought####220v######conj_and####charging####220v######prt####220v####in######xcomp####220v####europe######nsubj####ran####we######dep####europe####ran######neg####ran####never######prep_out_of####ran####juice
,,,"i highly recommend the accessory kit , which provides you with everything else you need :",nsubj####recommend####i######advmod####recommend####highly######dep####need####recommend######det####kit####the######amod####kit####accessory######dobj####recommend####kit######nsubj####provides####kit######rcmod####kit####provides######dobj####provides####you######prep_with####provides####everything######advmod####everything####else######nsubj####need####you
,,,"a nice camera_bag , which holds camera plus all the cables and the charger .",det####camera_bag####a######amod####camera_bag####nice######nsubj####holds####which######dep####camera_bag####holds######dobj####holds####camera######prep####camera####plus######predet####cables####all######det####cables####the######dep####plus####cables######det####charger####the######dep####plus####charger######conj_and####cables####charger
,,,"furher it contains a card_reader , a flash card_folder for up to 8 cards , a lense cleaning rag , and an ac adapter , which is very helpful when working in an `` outlet_environment `` .",advmod####contains####furher######nsubj####contains####it######det####card_reader####a######dep####contains####card_reader######det####flash####a######dep####card_reader####flash######amod####flash####card_folder######quantmod####8####up######dep####8####to######num####cards####8######prep_for####card_folder####cards######det####rag####a######amod####rag####lense######nn####rag####cleaning######prep_for####card_folder####rag######conj_and####cards####rag######det####adapter####an######nn####adapter####ac######prep_for####card_folder####adapter######conj_and####cards####adapter######nsubj####helpful####adapter######nsubj####working####adapter######cop####helpful####is######advmod####helpful####very######rcmod####cards####helpful######rcmod####rag####helpful######rcmod####adapter####helpful######advmod####working####when######advcl####helpful####working######det####outlet_environment####an######prep_in####working####outlet_environment
camera,,,"over all a fantastic very compact camera , which made us experience photography on a totally new level !",advmod####camera####over######dep####over####all######det####camera####a######amod####camera####fantastic######advmod####fantastic####very######amod####camera####compact######nsubj####made####camera######nsubj####experience####camera######rcmod####camera####made######dobj####made####us######dobj####experience####photography######det####level####a######advmod####level####totally######amod####level####new######prep_on####photography####level
,,,"after reading all the glowing review on this camera , i went to my local camera_shop to try one .",prepc_after####went####reading######predet####review####all######det####review####the######amod####review####glowing######dobj####reading####review######det####camera####this######prep_on####reading####camera######nsubj####went####i######xsubj####try####i######poss####camera_shop####my######amod####camera_shop####local######prep_to####went####camera_shop######aux####try####to######xcomp####went####try######dobj####try####one
,,,i currently own an olympus_d-550 which takes wonderful outdoor pictures .,dep####own####i######advmod####own####currently######det####olympus_d-550####an######dobj####own####olympus_d-550######nsubj####takes####olympus_d-550######rcmod####olympus_d-550####takes######amod####pictures####wonderful######amod####pictures####outdoor######dobj####takes####pictures
,,,"however , indoor pictures of subjects more than a few feet away can be blurry or grainy .",advmod####blurry####however######amod####pictures####indoor######nsubj####blurry####pictures######nsubj####grainy####pictures######prep_of####pictures####subjects######dep####than####more######quantmod####few####than######quantmod####few####a######num####feet####few######dep####away####feet######advmod####blurry####away######aux####blurry####can######cop####blurry####be######conj_or####blurry####grainy
,,,"anyway , in the store , i tried coolpix 4300 along with two other 4mp models minolta dimage_s414 , and panasonic lumix .",advmod####tried####anyway######det####store####the######prep_in####tried####store######nsubj####tried####i######dobj####tried####coolpix######measure####tried####4300######num####dimage_s414####two######amod####dimage_s414####other######amod####dimage_s414####4mp######nn####dimage_s414####models######nn####dimage_s414####minolta######prep_along_with####tried####dimage_s414######amod####lumix####panasonic######prep_along_with####tried####lumix######conj_and####dimage_s414####lumix
picture,,,"focusing on a display_rack about 20 feet away in a brightly lit room during day_time , pictures produced by this camera were blurry and in a shade of orange .",dep####blurry####focusing######det####display_rack####a######prep_on####focusing####display_rack######quantmod####20####about######num####feet####20######dobj####focusing####feet######advmod####feet####away######dep####away####in######det####room####a######advmod####lit####brightly######amod####room####lit######pobj####in####room######prep_during####room####day_time######nsubj####blurry####pictures######partmod####pictures####produced######det####camera####this######agent####produced####camera######cop####blurry####were######conj_and####blurry####in######det####shade####a######prep_in####blurry####shade######prep_of####shade####orange
,,,pictures produced by the minolta were orange but not blurry .,nsubj####orange####pictures######partmod####pictures####produced######det####minolta####the######agent####produced####minolta######cop####orange####were######conj_but####orange####not######neg####orange####not######dep####orange####blurry
,,,pictures produced by the panasonic were excellent .,nsubj####excellent####pictures######partmod####pictures####produced######det####panasonic####the######agent####produced####panasonic######cop####excellent####were
,,,"the store_clerk concluded that the blurriness may be caused by shaking the camera slightly when i press the button , which is understandable since this camera is lighter than the other two models .",det####store_clerk####the######nsubj####concluded####store_clerk######complm####caused####that######det####blurriness####the######nsubjpass####caused####blurriness######aux####caused####may######auxpass####caused####be######ccomp####concluded####caused######agent####caused####shaking######det####camera####the######dep####slightly####camera######advmod####shaking####slightly######advmod####press####when######nsubj####press####i######advcl####shaking####press######det####button####the######dobj####press####button######nsubj####understandable####button######cop####understandable####is######rcmod####button####understandable######mark####lighter####since######det####camera####this######nsubj####lighter####camera######cop####lighter####is######advcl####understandable####lighter######det####models####the######amod####models####other######num####models####two######prep_than####lighter####models
,,,"anyway , i ended up purchasing the lumix .",advmod####ended####anyway######nsubj####ended####i######prt####ended####up######xcomp####ended####purchasing######det####lumix####the######dobj####purchasing####lumix
,,,i 'm sure that this camera has all the wonderful features that others talk about .,nsubj####sure####i######cop####sure####'m######complm####has####that######det####camera####this######nsubj####has####camera######ccomp####sure####has######predet####features####all######det####features####the######amod####features####wonderful######dobj####has####features######complm####talk####that######nsubj####talk####others######ccomp####sure####talk######prt####talk####about
,,,"however , as an average person with unsteady hands , i doubt it 'll perform well in lower light_settings .",advmod####doubt####however######det####person####an######amod####person####average######prep_as####doubt####person######amod####hands####unsteady######prep_with####person####hands######nsubj####doubt####i######nsubj####perform####it######aux####perform####'ll######ccomp####doubt####perform######advmod####perform####well######amod####light_settings####lower######prep_in####perform####light_settings
,,,i purchased the nikon 4300 after several weeks of searching .,nsubj####purchased####i######det####nikon####the######dobj####purchased####nikon######num####nikon####4300######amod####weeks####several######prep_after####purchased####weeks######prepc_of####weeks####searching
,,,"the value , name , and resolution signed the lease .",det####value####the######nsubj####signed####value######conj_and####value####name######nsubj####signed####name######conj_and####value####resolution######nsubj####signed####resolution######det####lease####the######dobj####signed####lease
picture,,,after nearly 800 pictures_i have found that this nikon takes incredible pictures .,quantmod####800####nearly######prep_after####found####800######nsubj####found####pictures_i######aux####found####have######complm####takes####that######det####nikon####this######nsubj####takes####nikon######ccomp####found####takes######amod####pictures####incredible######dobj####takes####pictures
"digital zoom,optical zoom",,,"the digital zoom takes as good of pictures , as the optical zoom does !",det####zoom####the######amod####zoom####digital######nsubj####takes####zoom######advmod####good####as######acomp####takes####good######prep_of####good####pictures######mark####does####as######det####zoom####the######amod####zoom####optical######nsubj####does####zoom######advcl####takes####does
picture,,,"the inside_pics , can be a bit challenging , but when you can instantly delete pics you dont like , that are not focused perfectly , or need lighting adjustments , make this camera very simple and effective .",det####inside_pics####the######nsubj####make####inside_pics######aux####challenging####can######cop####challenging####be######dep####bit####a######measure####challenging####bit######dep####inside_pics####challenging######advmod####delete####when######nsubj####delete####you######aux####delete####can######advmod####delete####instantly######dep####inside_pics####delete######conj_but####challenging####delete######dobj####delete####pics######nsubj####dont####you######rcmod####pics####dont######mark####focused####like######nsubjpass####focused####that######nsubjpass####need####that######auxpass####focused####are######neg####focused####not######advcl####dont####focused######advmod####focused####perfectly######advcl####dont####need######conj_or####focused####need######nn####adjustments####lighting######dobj####need####adjustments######det####camera####this######nsubj####simple####camera######nsubj####effective####camera######advmod####simple####very######xcomp####make####simple######xcomp####make####effective######conj_and####simple####effective
feature,,,"i love all of the features , and presets as well .",nsubj####love####i######nsubj####presets####i######dobj####love####all######det####features####the######prep_of####all####features######conj_and####love####presets######advmod####well####as######advmod####presets####well
sunset feature,,,"sunset feature takes incredible pics in the morning , and the evening !",nn####feature####sunset######nsubj####takes####feature######amod####pics####incredible######dobj####takes####pics######det####morning####the######prep_in####takes####morning######det####evening####the######prep_in####takes####evening######conj_and####morning####evening
software,,,the software you get with this camera is perfect .,det####software####the######dobj####get####software######nsubj####perfect####software######nsubj####get####you######rcmod####software####get######det####camera####this######prep_with####get####camera######cop####perfect####is
"touchup, redeye",,,"touchups , redeye , and so on are very easy to alter , and correct .",nsubj####easy####touchups######nsubj####correct####touchups######appos####touchups####redeye######cc####so####and######advmod####easy####so######dep####so####on######cop####easy####are######advmod####easy####very######aux####alter####to######xcomp####easy####alter######conj_and####easy####correct
,,,i definately recommend a large memory_card .,dep####recommend####i######advmod####recommend####definately######det####memory_card####a######amod####memory_card####large######dobj####recommend####memory_card
,,,"i use a 128mb card , and usually get around 70 to 100 pics 1024-1280 res . , with good resolution .",dep####resolution####with######amod####resolution####good
,,,very large pics take 8mb each !,advmod####large####very######amod####pics####large######nsubj####take####pics######iobj####take####8mb######dobj####take####each
battery life,,,"battery_life is good , although i recommend two rechargebles , or a alkaline backup , for those emergency_pics you have to have .",nsubj####good####battery_life######cop####good####is######mark####recommend####although######nsubj####recommend####i######advcl####good####recommend######num####rechargebles####two######dobj####recommend####rechargebles######det####backup####a######amod####backup####alkaline######dobj####recommend####backup######conj_or####rechargebles####backup######det####emergency_pics####those######prep_for####recommend####emergency_pics######dobj####have####emergency_pics######nsubj####have####you######xsubj####have####you######rcmod####emergency_pics####have######aux####have####to######xcomp####have####have
camera,,,"all and all , i am extremely pleased with this camera .",advmod####pleased####all######conj_and####all####all######advmod####pleased####all######nsubj####pleased####i######cop####pleased####am######advmod####pleased####extremely######det####camera####this######prep_with####pleased####camera
,,,making the step from film to digital has been a great move .,csubj####move####making######det####step####the######dobj####making####step######prep_from####making####film######prep_to####making####digital######aux####move####has######cop####move####been######det####move####a######amod####move####great
,,,i find myself emailing pics to everyone_i know .,dep####find####i######nsubj####emailing####myself######dep####find####emailing######nsubj####know####pics######prep_to####pics####everyone_i######ccomp####emailing####know
camera,,,"great camera , great investment !",amod####camera####great######amod####investment####great######appos####camera####investment
,,,"this is my second digital camera , though i also use one at work and have some experience with several nikon and canon_models .",nsubj####camera####this######cop####camera####is######poss####camera####my######amod####camera####second######amod####camera####digital######mark####use####though######nsubj####use####i######nsubj####have####i######advmod####use####also######advcl####camera####use######dobj####use####one######prep_at####use####work######advcl####camera####have######conj_and####use####have######det####experience####some######dobj####have####experience######amod####nikon####several######prep_with####experience####nikon######prep_with####experience####canon_models######conj_and####nikon####canon_models
"quality,size",use,,"the nikon_coolpix 4300 is wonderful -- easy to use , high quality , and compact in size .",det####4300####the######amod####4300####nikon_coolpix######nsubj####wonderful####4300######nsubj####easy####4300######nsubj####high####4300######nsubj####compact####4300######cop####wonderful####is######conj_and####wonderful####easy######prep_to####easy####use######conj_and####wonderful####high######dep####high####quality######conj_and####wonderful####compact######prep_in####compact####size
,,,with an extra battery and a couple of good sized memory_cards you are all set for a day of picture taking while on vacation .,det####battery####an######amod####battery####extra######prep_with####set####battery######det####couple####a######conj_and####battery####couple######prep_with####set####couple######amod####memory_cards####good######amod####memory_cards####sized######prep_of####couple####memory_cards######nsubjpass####set####you######auxpass####set####are######advmod####set####all######det####day####a######prep_for####set####day######prep_of####day####picture######xcomp####set####taking######dobj####taking####while######prep_on####taking####vacation
auto setting,,,the auto_setting does a great job most of the time but there are manual settings for those who want them .,det####auto_setting####the######nsubj####does####auto_setting######det####job####a######amod####job####great######dobj####does####job######amod####job####most######det####time####the######prep_of####job####time######expl####are####there######conj_but####does####are######amod####settings####manual######nsubj####are####settings######prep_for####settings####those######nsubj####want####those######rcmod####those####want######dobj####want####them
,,,"if something were to happen to my nikon_coolpix 4300 , i would order another just like it .",mark####were####if######nsubj####were####something######xsubj####happen####something######advcl####order####were######aux####happen####to######xcomp####were####happen######poss####4300####my######nn####4300####nikon_coolpix######prep_to####happen####4300######nsubj####order####i######aux####order####would######dep####just####another######dobj####order####just######prep_like####order####it
,,,after much research_i decided on the nikon_coolpix 4300 .,prep####decided####after######pobj####after####much######nsubj####decided####research_i######det####nikon_coolpix####the######prep_on####decided####nikon_coolpix######num####nikon_coolpix####4300
,,camera,it has many great features and very few bad ones .,nsubj####has####it######amod####features####many######amod####features####great######dobj####has####features######dobj####has####very######advmod####features####very######conj_and####features####very######amod####ones####few######amod####ones####bad######dep####features####ones
"picture,ease of use",,,"it takes excellent pics and is very easy to use , if you read the manual .",nsubj####takes####it######nsubj####easy####it######amod####pics####excellent######dobj####takes####pics######cop####easy####is######advmod####easy####very######conj_and####takes####easy######aux####use####to######xcomp####easy####use######mark####read####if######nsubj####read####you######advcl####takes####read######det####manual####the######dobj####read####manual
,,,if you cant get great pics from this camera its because you havent read the manual .,mark####cant####if######nsubj####cant####you######csubj####get####cant######amod####pics####great######nsubj####its####pics######det####camera####this######prep_from####pics####camera######xcomp####get####its######mark####havent####because######nsubj####havent####you######advcl####get####havent######xcomp####havent####read######det####manual####the######dobj####read####manual
lcd,,,the only things_i have found that i havent liked is that the lcd is hard to read in daylight but everyone_elses is too .,det####things_i####the######amod####things_i####only######nsubj####found####things_i######aux####found####have######complm####is####that######dep####is####i######nsubj####is####havent######partmod####havent####liked######ccomp####found####is######complm####hard####that######det####lcd####the######nsubj####hard####lcd######cop####hard####is######ccomp####is####hard######aux####read####to######xcomp####hard####read######prep_in####read####daylight######nsubj####is####everyone_elses######ccomp####found####is######conj_but####is####is######advmod####is####too
download,,,downloads are a snap and quick .,nsubj####snap####downloads######nsubj####quick####downloads######cop####snap####are######dep####snap####a######conj_and####snap####quick
control,,,controls easy yo_use and easy to get to .,advmod####yo_use####easy######amod####controls####yo_use######amod####controls####easy######conj_and####yo_use####easy######aux####get####to######xcomp####easy####get######prep####get####to
camera,,,i 'm extremely glad i bought this camera .,nsubj####glad####i######cop####glad####'m######advmod####glad####extremely######nsubj####bought####i######ccomp####glad####bought######det####camera####this######dobj####bought####camera
camera,,,really happy with this little camera .,advmod####happy####really######det####camera####this######amod####camera####little######prep_with####happy####camera
,size,,"it is n't big and offensive , though you would n't know it by looking at the pics it takes .",nsubj####big####it######nsubj####offensive####it######cop####big####is######neg####big####n't######dep####takes####big######conj_and####big####offensive######dep####takes####offensive######mark####know####though######nsubj####know####you######aux####know####would######neg####know####n't######advcl####big####know######dobj####know####it######prepc_by####know####looking######det####pics####the######prep_at####looking####pics######nsubj####takes####it
,,,"got it for christmas , still learning a few of the settings , but i do n't take pictures every single day .",dobj####got####it######prep_for####got####christmas######advmod####learning####still######dep####got####learning######det####few####a######dobj####learning####few######det####settings####the######prep_of####few####settings######nsubj####take####i######aux####take####do######neg####take####n't######conj_but####got####take######dobj####take####pictures######det####day####every######amod####day####single######tmod####take####day
"picture,print",,,"settings for just about everything , beautiful pics and beautiful prints .",advmod####everything####just######advmod####everything####about######prep_for####settings####everything######amod####pics####beautiful######prep_for####settings####pics######conj_and####everything####pics######amod####prints####beautiful######prep_for####settings####prints######conj_and####everything####prints
zoomed image,,,"i expected the 12x digital zoom to be grainy , but onfull size high to fine quality , the zoomed images are quite impressive .",nsubj####expected####i######det####zoom####the######amod####zoom####12x######amod####zoom####digital######dobj####expected####zoom######aux####grainy####to######cop####grainy####be######xcomp####expected####grainy######amod####size####onfull######nsubj####impressive####size######amod####size####high######amod####quality####fine######prep_to####high####quality######det####images####the######amod####images####zoomed######appos####quality####images######cop####impressive####are######advmod####impressive####quite######conj_but####expected####impressive
,,,"did buy a 256mb compact flash , it holds a lot of pics at any resolution .",aux####buy####did######ccomp####holds####buy######det####flash####a######amod####flash####256mb######amod####flash####compact######dobj####buy####flash######nsubj####holds####it######det####lot####a######dobj####holds####lot######prep_of####lot####pics######det####resolution####any######prep_at####pics####resolution
,,,"i only wish you could get high quality_tiff images at all resolutions , but does n't seem any of the buget_cameras do .",nsubj####wish####i######advmod####wish####only######nsubj####get####you######nsubj####seem####you######aux####get####could######ccomp####wish####get######amod####images####high######nn####images####quality_tiff######dobj####get####images######det####resolutions####all######prep_at####get####resolutions######aux####seem####does######neg####seem####n't######ccomp####wish####seem######conj_but####get####seem######nsubj####do####any######det####buget_cameras####the######prep_of####any####buget_cameras######ccomp####seem####do
camera,,,"still , at least from my perspective , a great camera for the money , and i 'm a happy camper !",advmod####camper####still######advmod####camper####at######dep####at####least######dep####at####from######poss####perspective####my######pobj####from####perspective######det####camera####a######amod####camera####great######nsubj####camper####camera######det####money####the######prep_for####camera####money######prep_for####camera####i######conj_and####money####i######cop####camper####'m######det####camper####a######amod####camper####happy
camera,,,this is a wonderful camera .,nsubj####camera####this######cop####camera####is######det####camera####a######amod####camera####wonderful
,,,my wife and i read and read and read reviews on different cameras for months .,poss####wife####my######nsubj####read####wife######nsubj####read####wife######conj_and####wife####i######nsubj####read####i######conj_and####read####read######conj_and####read####read######conj_and####read####read######dobj####read####reviews######amod####cameras####different######prep_on####reviews####cameras######prep_for####cameras####months
,,,in the end this is the one that we decided upon and since have never had buyer 's remorse .,det####end####the######prep_in####one####end######nsubj####one####this######cop####one####is######det####one####the######dep####decided####that######nsubj####decided####we######nsubj####had####we######dep####one####decided######prep####decided####upon######mark####had####since######aux####had####have######neg####had####never######dep####one####had######conj_and####decided####had######poss####remorse####buyer######dobj####had####remorse
"4mp,optical zoom",,,"4 mp gives you room for the future gaining_experience ; cost_offsets over time from wanting more in a camera , 3x optical and the fact that it carries nikon 's quality_reputation behind it make the whole package prove itself worthwile at the price .",num####mp####4######nsubj####gives####mp######iobj####gives####you######dobj####gives####room######det####gaining_experience####the######amod####gaining_experience####future######prep_for####room####gaining_experience######nsubj####make####cost_offsets######prep_over####cost_offsets####time######prepc_from####time####wanting######advmod####wanting####more######det####camera####a######prep_in####wanting####camera######prep_in####wanting####3x######conj_and####camera####3x######amod####3x####optical######det####fact####the######prep_in####wanting####fact######conj_and####camera####fact######complm####carries####that######nsubj####carries####it######ccomp####wanting####carries######poss####quality_reputation####nikon######dobj####carries####quality_reputation######prep_behind####quality_reputation####it######parataxis####gives####make######det####package####the######amod####package####whole######nsubj####prove####package######ccomp####make####prove######nsubj####worthwile####itself######xcomp####prove####worthwile######det####price####the######prep_at####worthwile####price
picture,,,one neat thing - i have taken some pictures in what i thought would be impossible lighting conditions pitch black rooms - no problem for the camera - rooms looked like they had ample lighting .,num####thing####one######amod####thing####neat######nsubj####impossible####thing######nsubj####taken####i######aux####taken####have######dep####thing####taken######det####pictures####some######dobj####taken####pictures######rel####thought####what######nsubj####thought####i######rcmod####pictures####thought######aux####impossible####would######cop####impossible####be######nn####conditions####lighting######nsubj####pitch####conditions######ccomp####impossible####pitch######amod####rooms####black######dobj####pitch####rooms######det####problem####no######dep####rooms####problem######det####camera####the######prep_for####problem####camera######nsubj####looked####rooms######parataxis####impossible####looked######mark####had####like######nsubj####had####they######advcl####looked####had######amod####lighting####ample######dobj####had####lighting
camera,,,this little camera has created a marriage between myself and nikon . never knew i could love a digital camera so much .,neg####knew####never######nsubj####love####i######aux####love####could######ccomp####knew####love######det####camera####a######amod####camera####digital######dobj####love####camera######advmod####much####so######advmod####love####much
"software, online service",,,the software that comes with it is amazing and the online service that comes free is really very neat . clean clear and well focused on over 95 % of all photos taken by a beginner .,amod####photos####clean######amod####photos####clear######advmod####clear####well######conj_and####clear####well######amod####photos####well######dep####clear####focused######prep####focused####on######dep####on####over######num####%####95######pobj####over####%######prep_of####%####all######nsubj####taken####photos######det####beginner####a######prep_by####taken####beginner
,,,100 % perfect if you put some thought and time into reading the manual before you take the photos .,num####%####100######measure####perfect####%######mark####put####if######nsubj####put####you######dep####perfect####put######det####thought####some######dobj####put####thought######dobj####put####time######conj_and####thought####time######prepc_into####put####reading######det####manual####the######dobj####reading####manual######mark####take####before######nsubj####take####you######advcl####reading####take######det####photos####the######dobj####take####photos
,,,i took the camera and just gave it to someone .,nsubj####took####i######nsubj####gave####i######det####camera####the######dobj####took####camera######advmod####gave####just######conj_and####took####gave######dobj####gave####it######prep_to####gave####someone
,,,no instructions .,det####instructions####no
photo,,,just point and shoot and the photos were great .,advmod####point####just######nsubj####great####point######conj_and####point####shoot######nsubj####great####shoot######det####photos####the######conj_and####point####photos######nsubj####great####photos######cop####great####were
,,,just imagine if you place a bit of knowledge when you take your photos .,advmod####imagine####just######mark####place####if######nsubj####place####you######advcl####imagine####place######det####bit####a######dobj####place####bit######prep_of####bit####knowledge######advmod####take####when######nsubj####take####you######advcl####place####take######poss####photos####your######dobj####take####photos
memory card,,,the memory_card fit nicely since i also have a pocket_pc and it automatically installed a picture_software on my pda_wolla .,det####memory_card####the######nsubj####fit####memory_card######advmod####fit####nicely######mark####have####since######nsubj####have####i######advmod####have####also######advcl####fit####have######det####pocket_pc####a######dobj####have####pocket_pc######nsubj####installed####it######advmod####installed####automatically######advcl####fit####installed######conj_and####have####installed######det####picture_software####a######dobj####installed####picture_software######poss####pda_wolla####my######prep_on####installed####pda_wolla
,,,my pda becames a digital album .,poss####pda####my######nsubj####becames####pda######det####album####a######amod####album####digital######dobj####becames####album
,,,i have a 128mb card in it and can shoot over 150 hi res_photos .,dep####have####i######det####card####a######amod####card####128mb######dobj####have####card######prep_in####card####it######aux####shoot####can######conj_and####have####shoot######prt####shoot####over######num####res_photos####150######nn####res_photos####hi######dobj####shoot####res_photos
camera,,,"if you have to buy a camera on a buget , this has got to be the one .",mark####have####if######nsubj####have####you######xsubj####buy####you######advcl####got####have######aux####buy####to######xcomp####have####buy######det####camera####a######dobj####buy####camera######det####buget####a######prep_on####buy####buget######nsubj####got####this######xsubj####one####this######aux####got####has######aux####one####to######cop####one####be######det####one####the######xcomp####got####one
,,,go get it .,xcomp####go####get######dobj####get####it
,,,before they are sold out !,mark####sold####before######nsubjpass####sold####they######auxpass####sold####are######prt####sold####out
camera,,,"great camera , i have been using this for several months and got excellent results , simple friendly usage , in many scenes_indoor , outdoor , snow , close up macro_etc .",amod####camera####great######nsubj####using####camera######nsubj####got####camera######appos####camera####i######aux####using####have######aux####using####been######dobj####using####this######amod####months####several######prep_for####this####months######conj_and####using####got######amod####results####excellent######dobj####got####results######amod####usage####simple######amod####usage####friendly######appos####results####usage######amod####scenes_indoor####many######prep_in####results####scenes_indoor######appos####scenes_indoor####outdoor######appos####scenes_indoor####snow######advmod####macro_etc####close######dep####macro_etc####up######amod####scenes_indoor####macro_etc
,,,i bought my nikon coolpix4300 about a week ago .,nsubj####bought####i######poss####coolpix4300####my######nn####coolpix4300####nikon######dobj####bought####coolpix4300######det####week####a######prep_about####bought####week######dep####week####ago
"camera, feature",,,this is my first digital camera and i can say that i am quite impressed with the features that it has .,nsubj####camera####this######cop####camera####is######poss####camera####my######amod####camera####first######amod####camera####digital######nsubj####say####i######aux####say####can######conj_and####camera####say######complm####impressed####that######nsubj####impressed####i######cop####impressed####am######advmod####impressed####quite######ccomp####say####impressed######det####features####the######prep_with####impressed####features######complm####has####that######nsubj####has####it######ccomp####impressed####has
,use,,it is easy enough to use for a beginner like me but it has plenty of features for me to grow into .,nsubj####easy####it######cop####easy####is######advmod####easy####enough######aux####use####to######xcomp####easy####use######det####beginner####a######prep_for####use####beginner######prep_like####beginner####me######nsubj####has####it######conj_but####easy####has######dobj####has####plenty######prep_of####plenty####features######prep_for####features####me######aux####grow####to######infmod####plenty####grow######prep####grow####into
macro,,,i particularly like the way it aids me in taking my macro shots .,dep####like####i######advmod####like####particularly######det####way####the######dobj####like####way######nsubj####aids####it######rcmod####way####aids######dobj####aids####me######prepc_in####aids####taking######poss####shots####my######nn####shots####macro######dobj####taking####shots
picture quality,,,my friends were impressed with the quality of the pictures i took !,poss####friends####my######nsubjpass####impressed####friends######auxpass####impressed####were######dep####took####impressed######det####quality####the######prep_with####impressed####quality######det####pictures####the######prep_of####quality####pictures######nsubj####took####i
autofocus,,,one downside_though is that autofocus does not work well when battery is low .,num####downside_though####one######nsubj####is####downside_though######complm####work####that######nsubj####work####autofocus######aux####work####does######neg####work####not######ccomp####is####work######advmod####work####well######advmod####low####when######nsubj####low####battery######cop####low####is######advcl####work####low
,,,i assume this is the case for most cameras since it does not have enough power to do autofocus .,dep####assume####i######nsubj####case####this######cop####case####is######det####case####the######ccomp####assume####case######amod####cameras####most######prep_for####case####cameras######mark####have####since######nsubj####have####it######aux####have####does######neg####have####not######advcl####case####have######amod####power####enough######dobj####have####power######aux####do####to######infmod####power####do######dobj####do####autofocus
battery life,,,battery_life is ok .,nsubj####ok####battery_life######cop####ok####is
,,,i_plan on buying a second battery and a larger cf for it .,prepc_on####i_plan####buying######det####battery####a######amod####battery####second######dobj####buying####battery######det####cf####a######amod####cf####larger######dobj####buying####cf######conj_and####battery####cf######prep_for####cf####it
camera,,,"great camera , and for the price you can 't beat it .",amod####camera####great######dep####t####camera######dep####t####and######det####price####the######prep_for####t####price######nsubj####t####you######aux####t####can######xcomp####t####beat######dobj####beat####it
,,,i 've been using it for about 3 months now .,nsubj####using####i######aux####using####'ve######aux####using####been######dobj####using####it######quantmod####3####about######num####months####3######prep_for####using####months######advmod####using####now
control,,,i found the controls very intuitive and learned how to manuver through the menus quickly .,nsubj####found####i######nsubj####learned####i######det####controls####the######nsubj####intuitive####controls######advmod####intuitive####very######xcomp####found####intuitive######conj_and####found####learned######advmod####manuver####how######aux####manuver####to######ccomp####learned####manuver######xcomp####learned####manuver######det####menus####the######prep_through####manuver####menus######advmod####manuver####quickly
quality,,,the quality is superb .,det####quality####the######nsubj####superb####quality######cop####superb####is
size,,,"the small size is perfect for my little hands , but may perhaps be uncomfortable or awkward for a bigger person .",det####size####the######amod####size####small######nsubj####perfect####size######nsubj####uncomfortable####size######cop####perfect####is######poss####hands####my######amod####hands####little######prep_for####perfect####hands######aux####uncomfortable####may######advmod####uncomfortable####perhaps######cop####uncomfortable####be######conj_but####perfect####uncomfortable######conj_but####perfect####awkward######conj_or####uncomfortable####awkward######det####person####a######amod####person####bigger######prep_for####uncomfortable####person
,,,"we use older versions 880 , 885 of this model in the office and i find them to produce excellent quality_photos .",nsubj####use####we######nsubj####find####we######dep####use####older######dep####older####versions######num####versions####880######num####versions####885######det####model####this######prep_of####versions####model######det####office####the######prep_in####model####office######dep####find####i######conj_and####use####find######dobj####find####them######aux####produce####to######xcomp####find####produce######amod####quality_photos####excellent######dobj####produce####quality_photos
